brand,product type,retail price
chantelle,basic brief/foundations,48
chantelle,basic brief/foundations,84
chantelle,basic brief/foundations,72
chantelle,basic brief/foundations,64
chantelle,basic brief/foundations,16.8
chantelle,basic brief/foundations,88
chantelle,basic brief/foundations,28
chantelle,basic brief/foundations,9.6
chantelle,basic brief/foundations,58
chantelle,basic brief/foundations,140
chantelle,basic brief/foundations,75
chantelle,basic brief/foundations,68
chantelle,basic brief/foundations,42
chantelle,basic brief/foundations,40
chantelle,basic brief/foundations,54
chantelle,basic brief/foundations,56
chantelle,basic brief/foundations,21.6
chantelle,basic brief/foundations,74
chantelle,basic brief/foundations,22
chantecaille,treatment (cosmetics),346
chantecaille,treatment (cosmetics),342
chantecaille,treatment (cosmetics),372
chantecaille,treatment (cosmetics),90
chantecaille,treatment (cosmetics),98
chantecaille,treatment (cosmetics),96
chantecaille,treatment (cosmetics),102
chantecaille,treatment (cosmetics),212
chantecaille,treatment (cosmetics),32
chantecaille,treatment (cosmetics),99
chantecaille,treatment (cosmetics),68
chantecaille,treatment (cosmetics),66
chantecaille,treatment (cosmetics),63.99
chantecaille,treatment (cosmetics),375
chantecaille,treatment (cosmetics),198
chantecaille,treatment (cosmetics),190
chantecaille,treatment (cosmetics),14
chantecaille,treatment (cosmetics),265
chantecaille,treatment (cosmetics),245
chantecaille,treatment (cosmetics),92
chantecaille,treatment (cosmetics),195
chantecaille,treatment (cosmetics),220
chantecaille,treatment (cosmetics),188
chantecaille,treatment (cosmetics),70
chantecaille,treatment (cosmetics),125
chantecaille,treatment (cosmetics),120
chantecaille,treatment (cosmetics),118
chantecaille,treatment (cosmetics),88
chantecaille,treatment (cosmetics),108
chantecaille,treatment (cosmetics),104
chantecaille,treatment (cosmetics),300
chantecaille,treatment (cosmetics),230
chantecaille,treatment (cosmetics),79
chantecaille,treatment (cosmetics),77
chantecaille,treatment (cosmetics),46
chantecaille,treatment (cosmetics),80
chantecaille,treatment (cosmetics),50
chantecaille,treatment (cosmetics),122
chantecaille,treatment (cosmetics),114
chantecaille,treatment (cosmetics),810
chantecaille,treatment (cosmetics),42
chantecaille,treatment (cosmetics),210
chantecaille,treatment (cosmetics),160
chantecaille,treatment (cosmetics),159.99
chantecaille,treatment (cosmetics),279
chantecaille,treatment (cosmetics),142
chantecaille,treatment (cosmetics),148
chantecaille,palettes/kits (cosmetics),45
chantecaille,lip (cosmetics),48
chantecaille,lip (cosmetics),40
chantecaille,lip (cosmetics),39
chantecaille,lip (cosmetics),42
chantecaille,lip (cosmetics),52
chantecaille,lip (cosmetics),35
chantecaille,lip (cosmetics),28
chantecaille,lip (cosmetics),49
chantecaille,lip (cosmetics),38
chantecaille,lip (cosmetics),44
chantecaille,lip (cosmetics),102
chantecaille,lip (cosmetics),33
chantecaille,lip (cosmetics),50
chantecaille,fragrance/body,185
chantecaille,fragrance/body,52
chantecaille,fragrance/body,48
chantecaille,fragrance/body,47.99
chantecaille,fragrance/body,50
chantecaille,fragrance/body,95
chantecaille,foundation (cosmetics),89
chantecaille,foundation (cosmetics),82
chantecaille,foundation (cosmetics),79
chantecaille,foundation (cosmetics),139
chantecaille,foundation (cosmetics),128
chantecaille,foundation (cosmetics),80
chantecaille,foundation (cosmetics),84
chantecaille,foundation (cosmetics),76
chantecaille,foundation (cosmetics),73.99
chantecaille,foundation (cosmetics),74
chantecaille,foundation (cosmetics),73.93
chantecaille,foundation (cosmetics),48
chantecaille,foundation (cosmetics),45
chantecaille,foundation (cosmetics),72
chantecaille,eye (cosmetics),72
chantecaille,eye (cosmetics),29
chantecaille,eye (cosmetics),54
chantecaille,eye (cosmetics),75
chantecaille,eye (cosmetics),56
chantecaille,eye (cosmetics),38
chantecaille,eye (cosmetics),32
chantecaille,eye (cosmetics),33
chantecaille,eye (cosmetics),35
chantecaille,eye (cosmetics),30
chantecaille,eye (cosmetics),27
chantecaille,eye (cosmetics),74
chantecaille,eye (cosmetics),73
chantecaille,eye (cosmetics),76
chantecaille,eye (cosmetics),36
chantecaille,eye (cosmetics),110
chantecaille,eye (cosmetics),42
chantecaille,eye (cosmetics),40
chantecaille,eye (cosmetics),52
chantecaille,eye (cosmetics),64
chantecaille,eye (cosmetics),60
chantecaille,eye (cosmetics),49
chantecaille,eye (cosmetics),50
chantecaille,eye (cosmetics),55
chantecaille,cheek (cosmetics),44
chantecaille,cheek (cosmetics),42
chantecaille,cheek (cosmetics),40
chantecaille,cheek (cosmetics),78
chantecaille,cheek (cosmetics),84
chantecaille,cheek (cosmetics),210
chantecaille,cheek (cosmetics),75
chantecaille,cheek (cosmetics),102
chantecaille,cheek (cosmetics),80
chantecaille,cheek (cosmetics),50
chantecaille,cheek (cosmetics),79
chantecaille,cheek (cosmetics),77
chantecaille,cheek (cosmetics),48
chantecaille,cheek (cosmetics),45
chantecaille,cheek (cosmetics),92
chantecaille,cheek (cosmetics),72
chantecaille,chantecaille,25
chantecaille,chantecaille,27
chantecaille,chantecaille,24
chantecaille,chantecaille,40
chantecaille,chantecaille,39
chantecaille,chantecaille,37
chantecaille,chantecaille,38
chantecaille,accessories,30
chantecaille,accessories,53
chantecaille,accessories,75
chantecaille,accessories,70
chantecaille,accessories,32
chantecaille,accessories,12
chantecaille,accessories,52
chantecaille,accessories,56
chantecaille,accessories,42
chantecaille,accessories,55
chantecaille,accessories,38
chantecaille,accessories,185
chanel,wedges,1000
chanel,wedges,1100
chanel,wedges,1350
chanel,wedges,1075
chanel,wedges,1450
chanel,wedges,615
chanel,weather boots,1225
chanel,weather boots,1250
chanel,tall shaft boots,1825
chanel,tall shaft boots,2450
chanel,tall shaft boots,3175
chanel,tall shaft boots,2525
chanel,tall shaft boots,2475
chanel,sneakers,1100
chanel,sneakers,1225
chanel,sneakers,1275
chanel,sneakers,1175
chanel,sneakers,1425
chanel,sneakers,1250
chanel,sneakers,1200
chanel,sneakers,1325
chanel,sneakers,1300
chanel,sneakers,1075
chanel,sneakers,1150
chanel,sneakers,850
chanel,sneakers,1350
chanel,slings,1050
chanel,slings,1150
chanel,slings,950
chanel,slings,1175
chanel,slings,1000
chanel,slings,875
chanel,slings,1075
chanel,slings,1025
chanel,slings,1125
chanel,slides,1450
chanel,slides,1225
chanel,slides,570
chanel,slides,585
chanel,slides,1800
chanel,slides,1400
chanel,slides,1725
chanel,slides,1200
chanel,slides,975
chanel,slides,950
chanel,pumps,2550
chanel,pumps,1525
chanel,pumps,1450
chanel,pumps,2175
chanel,pumps,1375
chanel,pumps,1025
chanel,pumps,1000
chanel,pumps,1200
chanel,pumps,800
chanel,pumps,1225
chanel,pumps,1600
chanel,platinum fragrance,125
chanel,platinum fragrance,110
chanel,platinum fragrance,40
chanel,platinum fragrance,25
chanel,no 5 l eau (fragrance),138
chanel,no 5 l eau (fragrance),160
chanel,no 5 l eau (fragrance),146
chanel,no 5 l eau (fragrance),116
chanel,no 5 fragrance,222
chanel,no 5 fragrance,235
chanel,no 5 fragrance,193
chanel,no 5 fragrance,186
chanel,no 5 fragrance,105
chanel,no 5 fragrance,110
chanel,no 5 fragrance,280
chanel,no 5 fragrance,140
chanel,no 5 fragrance,108
chanel,no 5 fragrance,116
chanel,no 5 fragrance,122
chanel,no 5 fragrance,55
chanel,no 5 fragrance,228
chanel,no 5 fragrance,35
chanel,no 5 fragrance,94
chanel,no 5 fragrance,82
chanel,no 5 fragrance,90
chanel,no 5 fragrance,146
chanel,no 5 fragrance,138
chanel,no 5 fragrance,160
chanel,no 5 fragrance,165
chanel,no 5 fragrance,95
chanel,no 19 poudre (fragrance),135
chanel,mules,1100
chanel,les exclusifs (fragrance),300
chanel,high heel sandals,1125
chanel,high heel sandals,1375
chanel,high heel sandals,1550
chanel,high heel sandals,1150
chanel,high heel sandals,1500
chanel,high heel sandals,1300
chanel,high heel sandals,1050
chanel,high heel sandals,1025
chanel,high heel sandals,1450
chanel,high heel sandals,1325
chanel,high heel sandals,975
chanel,high heel sandals,1100
chanel,high heel sandals,2075
chanel,high heel sandals,1200
chanel,gabrielle (fragrance),135
chanel,gabrielle (fragrance),345
chanel,gabrielle (fragrance),165
chanel,gabrielle (fragrance),160
chanel,gabrielle (fragrance),108
chanel,gabrielle (fragrance),55
chanel,gabrielle (fragrance),64
chanel,gabrielle (fragrance),138
chanel,flip flops,950
chanel,flip flops,1450
chanel,flat sandals,1200
chanel,flat sandals,990
chanel,flat sandals,570
chanel,flat sandals,1550
chanel,flat sandals,540
chanel,flat sandals,765
chanel,flat sandals,1625
chanel,flat sandals,975
chanel,flat sandals,1025
chanel,flat sandals,1450
chanel,flat sandals,1675
chanel,flat sandals,1150
chanel,flat sandals,1500
chanel,flat sandals,900
chanel,flat sandals,1400
chanel,flat sandals,855
chanel,flat sandals,1475
chanel,flat sandals,950
chanel,flat sandals,555
chanel,espadrilles,800
chanel,espadrilles,825
chanel,espadrilles,725
chanel,espadrilles,850
chanel,espadrilles,1025
chanel,eau premiere (fragrance),138
chanel,eau premiere (fragrance),146
chanel,eau premiere (fragrance),105
chanel,eau frache (fragrance),168
chanel,eau frache (fragrance),92
chanel,eau frache (fragrance),85
chanel,eau frache (fragrance),95
chanel,eau frache (fragrance),100
chanel,eau frache (fragrance),140
chanel,eau frache (fragrance),136
chanel,eau frache (fragrance),115
chanel,eau frache (fragrance),125
chanel,eau frache (fragrance),165
chanel,drivers,1325
chanel,drivers,1575
chanel,drivers,1025
chanel,drivers,1200
chanel,drivers,1425
chanel,drivers,645
chanel,drivers,1350
chanel,drivers,1475
chanel,drivers,1775
chanel,drivers,1050
chanel,drivers,1450
chanel,coco noir (fragrance),100
chanel,coco noir (fragrance),146
chanel,coco noir (fragrance),122
chanel,coco noir (fragrance),62
chanel,coco noir (fragrance),60
chanel,coco mlle frag.,100
chanel,coco mlle frag.,95
chanel,coco mlle frag.,110
chanel,coco mlle frag.,246
chanel,coco mlle frag.,186
chanel,coco mlle frag.,208
chanel,coco mlle frag.,140
chanel,coco mlle frag.,175
chanel,coco mlle frag.,150
chanel,coco mlle frag.,265
chanel,coco mlle frag.,64
chanel,coco mlle frag.,62
chanel,coco mlle frag.,60
chanel,coco mlle frag.,90
chanel,coco mlle frag.,102
chanel,coco mlle frag.,80
chanel,coco mlle frag.,70
chanel,coco mlle frag.,116
chanel,coco mlle frag.,104.99
chanel,coco mlle frag.,108
chanel,coco mlle frag.,125
chanel,coco mlle frag.,136
chanel,coco mlle frag.,115
chanel,coco mlle frag.,121
chanel,coco mlle frag.,113
chanel,coco mlle frag.,130
chanel,coco mlle frag.,146
chanel,coco mlle frag.,160
chanel,coco mlle frag.,134.95
chanel,coco mlle frag.,165
chanel,coco mlle frag.,138
chanel,coco mlle frag.,135
chanel,coco mlle frag.,206
chanel,coco mlle frag.,92
chanel,coco mlle frag.,85
chanel,coco,116
chanel,coco,122
chanel,coco,64
chanel,coco,135
chanel,coco,146
chanel,coco,160
chanel,coco,85
chanel,coco,100
chanel,clogs (shoes),1250
chanel,classic fragrance,115
chanel,classic fragrance,160
chanel,chanel treatment,245
chanel,chanel treatment,240
chanel,chanel treatment,110
chanel,chanel treatment,37
chanel,chanel treatment,35
chanel,chanel treatment,260
chanel,chanel treatment,180
chanel,chanel treatment,87
chanel,chanel treatment,52
chanel,chanel treatment,45
chanel,chanel treatment,55
chanel,chanel treatment,200
chanel,chanel treatment,800
chanel,chanel treatment,195
chanel,chanel treatment,50
chanel,chanel treatment,48
chanel,chanel treatment,70
chanel,chanel treatment,65
chanel,chanel treatment,170
chanel,chanel treatment,165
chanel,chanel treatment,270
chanel,chanel treatment,90
chanel,chanel treatment,100
chanel,chanel treatment,98
chanel,chanel treatment,115
chanel,chanel treatment,150
chanel,chanel treatment,60
chanel,chanel treatment,420
chanel,chanel treatment,390
chanel,chanel treatment,295
chanel,chanel treatment,152
chanel,chanel treatment,160
chanel,chanel treatment,102
chanel,chanel treatment,99.95
chanel,chanel treatment,105
chanel,chanel treatment,135
chanel,chanel treatment,130
chanel,chanel treatment,500
chanel,chanel treatment,450
chanel,chanel treatment,58
chanel,chanel treatment,400
chanel,chanel treatment,775
chanel,chanel treatment,650
chanel,chanel treatment,175
chanel,chanel treatment,92
chanel,chanel no5 fragrance,45
chanel,chanel no5 fragrance,75
chanel,chanel no5 fragrance,55
chanel,chanel no5 fragrance,138
chanel,chanel no5 fragrance,85
chanel,chanel nails,30
chanel,chanel nails,28
chanel,chanel nails,32
chanel,chanel lips,30
chanel,chanel lips,42
chanel,chanel lips,45
chanel,chanel lips,40
chanel,chanel lips,32
chanel,chanel lips,36
chanel,chanel lips,38
chanel,chanel lips,35
chanel,chanel lips,28
chanel,chanel lips,37.99
chanel,chanel lips,25
chanel,chanel lips,55
chanel,chanel lips,120
chanel,chanel lips,98
chanel,chanel lips,97
chanel,chanel lips,101
chanel,chanel lips,58
chanel,chanel lips,92
chanel,chanel lips,90
chanel,chanel handbags,4900
chanel,chanel fragrance,135
chanel,chanel fragrance,116
chanel,chanel fragrance,146
chanel,chanel fragrance,138
chanel,chanel fragrance,165
chanel,chanel fragrance,160
chanel,chanel fragrance,220
chanel,chanel fragrance,200
chanel,chanel foundation,45
chanel,chanel foundation,58
chanel,chanel foundation,50
chanel,chanel foundation,55
chanel,chanel foundation,60
chanel,chanel foundation,88
chanel,chanel foundation,65
chanel,chanel foundation,70
chanel,chanel foundation,135
chanel,chanel foundation,43
chanel,chanel foundation,36
chanel,chanel foundation,59.95
chanel,chanel foundation,48
chanel,chanel foundation,52
chanel,chanel foundation,32
chanel,chanel foundation,47
chanel,chanel foundation,62
chanel,chanel eyes,35
chanel,chanel eyes,40
chanel,chanel eyes,34
chanel,chanel eyes,36
chanel,chanel eyes,68
chanel,chanel eyes,32
chanel,chanel eyes,33
chanel,chanel eyes,70
chanel,chanel eyes,65
chanel,chanel eyes,52
chanel,chanel eyes,29
chanel,chanel eyes,100
chanel,chanel eyes,62
chanel,chanel eyes,38
chanel,chanel eyes,30
chanel,chanel eyes,42
chanel,chanel eyes,61.99
chanel,chanel eyes,88
chanel,chanel eau tendre (fragrance),178
chanel,chanel eau tendre (fragrance),60
chanel,chanel eau tendre (fragrance),100
chanel,chanel eau tendre (fragrance),92
chanel,chanel eau tendre (fragrance),270
chanel,chanel eau tendre (fragrance),170
chanel,chanel eau tendre (fragrance),140
chanel,chanel eau tendre (fragrance),85
chanel,chanel eau tendre (fragrance),110
chanel,chanel eau tendre (fragrance),84.95
chanel,chanel eau tendre (fragrance),115
chanel,chanel eau tendre (fragrance),125
chanel,chanel eau tendre (fragrance),136
chanel,chanel eau extreme fragrance,125
chanel,chanel eau extreme fragrance,132
chanel,chanel eau extreme fragrance,150
chanel,chanel cheek,65
chanel,chanel cheek,135
chanel,chanel cheek,45
chanel,chanel cheek,47
chanel,chanel cheek,88
chanel,chanel cheek,50
chanel,chanel cheek,58
chanel,chanel cheek,40
chanel,chanel cheek,70
chanel,chanel cheek,82
chanel,chanel body,91
chanel,chanel accessories,42
chanel,chanel accessories,32
chanel,chanel accessories,60
chanel,chanel accessories,50
chanel,chanel accessories,20
chanel,chanel accessories,25
chanel,chanel,60
chanel,chance eau vive (fragrance),140
chanel,chance eau vive (fragrance),115
chanel,chance eau vive (fragrance),125
chanel,chance,115
chanel,chance,140
chanel,chance,138
chanel,chance,146
chanel,chance,165
chanel,chance,170
chanel,booties,1950
chanel,booties,2250
chanel,booties,2000
chanel,booties,1575
chanel,booties,1250
chanel,booties,1775
chanel,booties,1425
chanel,booties,720
chanel,booties,2150
chanel,booties,1975
chanel,booties,1375
chanel,booties,1300
chanel,booties,1800
chanel,booties,1650
chanel,booties,2175
chanel,booties,1500
chanel,bleu de chanel (fragrance),145
chanel,bleu de chanel (fragrance),150
chanel,bleu de chanel (fragrance),132
chanel,bleu de chanel (fragrance),125
chanel,bleu de chanel (fragrance),128
chanel,bleu de chanel (fragrance),45
chanel,bleu de chanel (fragrance),50
chanel,bleu de chanel (fragrance),105
chanel,bleu de chanel (fragrance),90
chanel,bleu de chanel (fragrance),80
chanel,bleu de chanel (fragrance),96
chanel,bleu de chanel (fragrance),230
chanel,bleu de chanel (fragrance),60
chanel,bleu de chanel (fragrance),144
chanel,bleu de chanel (fragrance),160
chanel,bleu de chanel (fragrance),156
chanel,bleu de chanel (fragrance),102
chanel,bleu de chanel (fragrance),112
chanel,bleu de chanel (fragrance),169
chanel,bleu de chanel (fragrance),184
chanel,bleu de chanel (fragrance),65
chanel,bleu de chanel (fragrance),198
chanel,bleu de chanel (fragrance),40
chanel,bleu de chanel (fragrance),68
chanel,bleu de chanel (fragrance),97
chanel,bleu de chanel (fragrance),100
chanel,bleu de chanel (fragrance),120
chanel,bleu de chanel (fragrance),110
chanel,bleu de chanel (fragrance),185
chanel,bleu de chanel (fragrance),155
chanel,ballet flats,850
chanel,ballet flats,1000
chanel,ballet flats,875
chanel,ballet flats,1250
chanel,ballet flats,750
chanel,ballet flats,1275
chanel,ballet flats,1100
chanel,ballet flats,975
chanel,ballet flats,1150
chanel,ballet flats,925
chanel,ballet flats,800
chanel,ballet flats,950
chanel,allure sport (fragrance),100
chanel,allure sport (fragrance),184
chanel,allure homme,120
chanel,allure homme,125
chanel,allure homme,40
chanel,allure homme,96
chanel,allure homme,80
chanel,allure fragrance,160
chanel,allure fragrance,165
chanel,allure fragrance,55
chanel,allure fragrance,64
chanel,allure fragrance,62
chanel,allure fragrance,140
chanel,allure fragrance,85
chanel,allure fragrance,100
chan luu,rings,175
chan luu,oc non jewelry case count,95
chan luu,necklaces,275
chan luu,necklaces,145
chan luu,necklaces,65
chan luu,necklaces,195
chan luu,necklaces,175
chan luu,necklaces,295
chan luu,necklaces,115
chan luu,necklaces,425
chan luu,earrings,95
chan luu,earrings,125
chan luu,earrings,225
chan luu,earrings,245
chan luu,earrings,75
chan luu,earrings,145
chan luu,earrings,175
chan luu,earrings,115
chan luu,earrings,195
chan luu,chan luu (jewelry),145
chan luu,chan luu (jewelry),195
chan luu,chan luu (jewelry),95
chan luu,chan luu (jewelry),45
chan luu,chan luu (jewelry),170
chan luu,chan luu (jewelry),65
chan luu,chan luu (jewelry),125
chan luu,chan luu (jewelry),245
chan luu,chan luu (jewelry),350
chan luu,chan luu (jewelry),75
chan luu,chan luu (jewelry),85
chan luu,chan luu (jewelry),165
chan luu,chan luu (jewelry),215
chan luu,bracelets,55
chan luu,bracelets,155
chan luu,bracelets,195
chan luu,bracelets,295
chan luu,bracelets,95
chan luu,bracelets,65
chan luu,bracelets,175
chan luu,bracelets,125
chan luu,bracelets,245
central park west,girl sweaters,72
central park west,girl sweaters,68
central park west,girl sweaters,78
central park west,girl romper/overall,112
central park west,girl romper/overall,99
central park west,girl bottoms,76
cellcosmet switzerland,set/misc,575
cellcosmet switzerland,set/misc,595
cellcosmet switzerland,set/misc,600
cellcosmet switzerland,set/misc,399
cellcosmet switzerland,set/misc,515
cellcosmet switzerland,set/misc,495
cellcosmet switzerland,set/misc,350
cellcosmet switzerland,set/misc,275
cellcosmet switzerland,set/misc,150
cellcosmet switzerland,set/misc,325
cellcosmet switzerland,men,157
cellcosmet switzerland,men,220
cellcosmet switzerland,men,280
cellcosmet switzerland,hand/foot,210
cellcosmet switzerland,face cellcosmet,600
cellcosmet switzerland,face cellcosmet,535
cellcosmet switzerland,face cellcosmet,405
cellcosmet switzerland,face cellcosmet,370
cellcosmet switzerland,face cellcosmet,780
cellcosmet switzerland,face cellcosmet,250
cellcosmet switzerland,face cellcosmet,330
cellcosmet switzerland,face cellcosmet,325
cellcosmet switzerland,face cellcosmet,242
cellcosmet switzerland,face cellcosmet,140
cellcosmet switzerland,face cellcosmet,299
cellcosmet switzerland,face cellcosmet,375
cellcosmet switzerland,face cellcosmet,165
cellcosmet switzerland,face cellcosmet,107
cellcosmet switzerland,face cellcosmet,105
cellcosmet switzerland,face cellcosmet,285
cellcosmet switzerland,face cellcosmet,315
cellcosmet switzerland,face cellcosmet,195
cellcosmet switzerland,face cellcosmet,180
cellcosmet switzerland,face cellcosmet,260
cellcosmet switzerland,face cellcosmet,354.93
cellcosmet switzerland,face cellcosmet,595
cellcosmet switzerland,face cellcosmet,120
cellcosmet switzerland,face cellcosmet,345
cellcosmet switzerland,face cellcosmet,350
cellcosmet switzerland,eye treatment,213
cellcosmet switzerland,body,565
cellcosmet switzerland,body,176
celine,weather boots,550
celine,sweatshirt,1100
celine,sweatshirt,440
celine,sneakers (footwear),425
celine,sneakers,385
celine,sneakers,425
celine,sneakers,492
celine,sneakers,690
celine,slings,950
celine,pants,440
celine,knit,1600
celine,flat sandals,690
celine,flat sandals,260
celine,drivers,575
celine,drivers,1100
celine,dress casual (footwear),1250
celine,celine/thelios (sunglasses),380
celine,celine/thelios (sunglasses),430
celine,celine/thelios (sunglasses),460
celine,celine/thelios (sunglasses),440
celine,celine/thelios (sunglasses),510
celine,celine/thelios (sunglasses),400
celine,celine/thelios (sunglasses),420
celine,celine/thelios (sunglasses),500
celine,celine/thelios (sunglasses),540
celine,celine/thelios (sunglasses),480
celine,celine/thelios (sunglasses),450
celine,celine/thelios (sunglasses),350
celine,celine/thelios (sunglasses),360
celine,celine/thelios (sunglasses),390
celine,celine/thelios (sunglasses),410
celine,celine/thelios (sunglasses),570
celine,celine/thelios (sunglasses),320
celine,celine/thelios (sunglasses),560
celine,celine/thelios (sunglasses),630
celine,celine/thelios (sunglasses),750
celine,celine/thelios (sunglasses),520
celine,celine sunglasses,360
celine,celine sunglasses,510
celine,celine sunglasses,400
celine,celine sunglasses,480
celine,celine sunglasses,420
celine,celine sunglasses,350
celine,celine sunglasses,630
celine,celine sunglasses,410
celine,celine sunglasses,540
celine,celine sunglasses,460
celine,celine sunglasses,440
celine,celine sunglasses,430
celine,celine sm leather goods,265
celine,celine lg leather goods,285
celine,celine hats,300
celine,celine hats,570
celine,celine hats,170
celine,celine hats,237.5
celine,celine hats,475
celine,celine handbags,2500
celine,celine handbags,3650
celine,booties,970
celine,booties,805
celine,booties,1150
celine,blouse,1500
celine,blouse,739.99
celara,celara  (jewelry),350
cecilie bahnsen,tops,1060
cecilie bahnsen,tops,1560
cecilie bahnsen,tops,900
cecilie bahnsen,tops,750
cecilie bahnsen,skirt,960
cecilie bahnsen,skirt,1260
cecilie bahnsen,skirt,990
cecilie bahnsen,pants,1260
cecilie bahnsen,knits,740
cecilie bahnsen,jacket,1600
cecilie bahnsen,dresses,1130
cecilie bahnsen,dresses,1045
cecilie bahnsen,dresses,1260
cecilie bahnsen,dresses,1090
cecilie bahnsen,dresses,1820
cecilie bahnsen,dresses,1785
cecilie bahnsen,dresses,1380
cecilie bahnsen,dresses,2730
cecilie bahnsen,dresses,3190
cdlp,cdlp underwear,416
cdlp,cdlp underwear,78
cdlp,cdlp underwear,164
cdlp,cdlp underwear,212
cdlp,cdlp underwear,198
cdgny by cd greene,jumpsuit,2690
cdgny by cd greene,gown,2980
cdgny by cd greene,cocktail dress,2250
cdgny by cd greene,cocktail,2150
cdgny by cd greene,cocktail,2400
cdgny by cd greene,cocktail,1950
cdgny by cd greene,cocktail,1850
caudalie,caudalie skin care,52
caudalie,caudalie skin care,129
caudalie,caudalie skin care,38
caudalie,caudalie skin care,30
caudalie,caudalie skin care,25
caudalie,caudalie skin care,82
caudalie,caudalie skin care,35
caudalie,caudalie skin care,139
caudalie,caudalie skin care,69
caudalie,caudalie skin care,42
caudalie,caudalie skin care,79
caudalie,caudalie skin care,15
caudalie,caudalie skin care,39
caudalie,caudalie skin care,49
caudalie,caudalie skin care,85
caudalie,caudalie skin care,84
caudalie,caudalie skin care,55
caudalie,caudalie skin care,59
caudalie,caudalie skin care,62
caudalie,caudalie skin care,45
caudalie,caudalie skin care,65
caudalie,caudalie skin care,18
catimini,girl dress,68.25
catherine regehr,tops,1990
catherine regehr,tops,1750
catherine regehr,pants,750
catherine regehr,pants,650
catherine regehr,gown,2450
catherine regehr,gown,2500
catherine regehr,gown,2690
catherine regehr,gown,2410
catherine regehr,gown,1790
catherine regehr,gown,4590
catherine regehr,gown,2630
catherine regehr,gown,2950
catherine regehr,gown,3200
catherine regehr,gown,3510
catherine regehr,gown,2650
catherine regehr,gown,3950
catherine regehr,gown,2850
catherine regehr,gown,2600
catherine regehr,gown,1750
catherine regehr,gown,2490
catherine regehr,gown,4170
catherine regehr,gown,2190
catherine regehr,gown,1990
catherine regehr,gown,1850
catherine regehr,gown,3500
catherine regehr,gown,5550
catherine regehr,cocktail,2620
catherine regehr,cocktail,1310
catherine regehr,cocktail,1590
catherine regehr,cocktail,1190
catherine regehr,cocktail,2630
catherine regehr,cocktail,1550
catherine regehr,cocktail,1350
catherine regehr,cocktail,1525
catherine regehr,cocktail,1425
catherine regehr,cocktail,636
catherine regehr,cocktail,2200
catherine regehr,blouse,1750
catherine omai,catherine omai fragrances,475
cat wwr,wovens,298
cat wwr,sweatshirt,248
cat wwr,sweatshirt,158
cat wwr,sweatshirt,198
cat wwr,sweatpants,128
cat wwr,sweatpants,188
cat wwr,sweatpants,278
cat wwr,outerwear,298
cat wwr,outerwear,328
cat wwr,knits,168
cat wwr,knits,88
cat wwr,knits,68
cat wwr,knits,148
casta?er,wedges,195
casta?er,wedges,175
casta?er,wedges,235
casta?er,wedges,190
casta?er,wedges,265
casta?er,wedges,185
casta?er,wedges,420
casta?er,wedges,215
casta?er,wedges,150
casta?er,wedges,140
casta?er,wedges,135
casta?er,wedges,121
casta?er,wedges,210
casta?er,wedges,280
casta?er,wedges,160
casta?er,high heel sandals,335
casta?er,high heel sandals,350
casta?er,high heel sandals,490
casta?er,high heel sandals,365
casta?er,flat sandals,235
casta?er,flat sandals,265
casta?er,flat sandals,135
casta?er,flat sandals,105
casta?er,flat sandals,300
casta?er,flat sandals,195
casta?er,espadrilles,195
casta?er,espadrilles,170
casta?er,espadrilles,175
casta?er,espadrilles,215
casta?er,espadrilles,150
casta?er,espadrilles,155
casta?er,espadrilles,205
casta?er,espadrilles,160
casta?er,espadrilles,190
casta?er,espadrilles,445
casta?er,espadrilles,135
casta?er,espadrilles,180
casta?er,espadrilles,120
casta?er,espadrilles,105
casta?er,espadrilles,145
casta?er,espadrilles,265
caso,dropship kitchenware,229.99
caso,dropship kitchenware,99.99
caso,dropship kitchenware,59.99
caso,dropship kitchenware,34.99
caso,dropship kitchenware,24.99
caso,dropship kitchenware,69.99
caso,dropship kitchenware,49.99
caso,dropship kitchenware,899.99
caso,dropship kitchenware,49.95
caso,dropship kitchenware,199.99
caso,dropship kitchenware,14.99
caso,dropship kitchenware,19.99
casanova meats,gourmet,299.99
casanova meats,gourmet,229.99
casanova meats,gourmet,124.99
casanova meats,gourmet,164.99
casanova meats,gourmet,199.99
casanova meats,gourmet,224.99
casanova meats,gourmet,209.99
casanova meats,gourmet,129.99
casanova meats,gourmet,155
casanova meats,gourmet,144.99
casamorati,casamorati fragrance,305
casablanca,wovens,890
casablanca,wovens,960
casablanca,wovens,985
casablanca,wovens,920
casablanca,wovens,805
casablanca,wovens,825
casablanca,wovens,950
casablanca,wovens,840
casablanca,wovens,1095
casablanca,wovens,1030
casablanca,wovens,1080
casablanca,wovens,1010
casablanca,wovens,552
casablanca,wovens,860
casablanca,trousers,725
casablanca,trousers,825
casablanca,trousers,1325
casablanca,trousers,905
casablanca,tops,450
casablanca,tops,355
casablanca,tops,385
casablanca,tops,580
casablanca,tops,560
casablanca,tops,860
casablanca,tops,180
casablanca,t-shirt,275
casablanca,t-shirt,190
casablanca,t-shirt,175
casablanca,swim,255
casablanca,swim,156
casablanca,swim,260
casablanca,sweatshirt,1180
casablanca,sweatshirt,455
casablanca,sweatshirt,640
casablanca,sweatshirt,435
casablanca,sweatshirt,500
casablanca,sweatshirt,460
casablanca,sweatshirt,520
casablanca,sweatshirt,420
casablanca,sweatshirt,710
