seller,seller return rate,seller rating,Number of units sold,Number of Units Returned,brand,product type,listing price
19619,0,0.86,3,0,melissa odabash,bathing suit top,90
19707,0,0.41,4,0,kitchenaid,dropship kitchenware,70
19855,0,0.64,1,0,kitchenaid,dropship kitchenware,70
571,0,0.78,1,0,brochu walker,knit,279
1425,0,0.35,1,0,theory,jacket,298
1426,0,0.4,2,0,theory,jacket,298
1790,0,0.91,2,0,veja,sneakers,102
1838,0,0.63,1,0,r h u d e,sweatshirt,445
1853,0,0.54,3,0,theory,blouse,105
2531,0,0.39,1,0,theory,blouse,105
3127,0,0.33,19,0,havaianas,flip flops,22
3129,0,0.33,5,0,moschino,swimwear,80
4794,0,0.44,4,0,saint laurent,ysl handbags,1743
5329,0,0.84,1,0,drybar,drybar hair care,8
5397,0,0.86,1,0,splendid,tops,20
5634,0,0.36,2,0,likely,cocktail dress,174
7527,0,0.74,5,0,kobi halperin,tops,279
7538,0,0.92,1,0,astr the label,dresses,104
7591,0,0.6,1,0,missoni,long coverup (swimwear),784
7693,0,0.63,1,0,black halo,cocktail dress,291
7742,0,0.34,1,0,saloni,dresses,595
7950,0,0.57,8,0,r h u d e,knits,224
8253,0,0.98,1,0,dolce&gabbana,dresses,4512
10047,0,0.33,23,0,fendi,dresses,945
10511,0,0.53,153,0,la rochere,dropship serveware,36
10513,0,0.5,5,0,tory burch,high heel sandals,258
11173,0,0.41,17,0,freedom moses,flat sandals,35
11425,0,0.97,2,0,nic+zoe,dresses,118
11827,0,0.86,20,0,nic+zoe,dresses,118
11951,0,0.53,2,0,alexander mcqueen,sneakers,553
11996,0,0.3,1,0,xirena,knits,219
13753,0,0.89,3,0,shoshanna,gown,506
13758,0,0.95,2,0,shoshanna,gown,506
14176,0,0.8,5,0,elie tahari,skirt,207
14177,0,1,3,0,elie tahari,skirt,207
14467,0,0.55,16,0,farm rio,1 pc bathing suit,137
14600,0,0.97,1,0,mother,straight,202
14737,0,0.89,6,0,year of ours,legging,87
15098,0,0.48,1,0,sam.,outerwear,333
15199,0,0.44,2,0,saint laurent,saint laurent (sunglasses),322
15847,0,0.74,2,0,chiara boni la petite robe,cocktail dress,525
15923,0,0.68,13,0,bottega veneta,high heel sandals,623
16468,0,0.62,1,0,joe's jeans,straight,279
17110,0,0.93,1,0,givenchy,sneakers (footwear),347
17317,0,0.83,5,0,isabel marant,booties,977
17775,0,0.93,1,0,bcbgmaxazria,cocktail dress,230
17850,0,0.36,3,0,tanya taylor,dresses,347
18128,0,0.82,25,0,donna karan new york,tops,175
18150,0,0.85,1,0,donna karan new york,tops,175
18765,0,0.34,1,0,donna karan new york,tops,175
19381,0,0.75,1,0,amur,dresses,384
552,0,0.88,4,0,eleven by venus williams,legging,69
561,0,0.83,2,0,juan de dios,long coverup (swimwear),364
1527,0,0.36,7,0,staud,dresses,235
6587,0,1,1,0,leset,pants,104
7362,0,0.54,4,0,burberry,outerwear,2023
7617,0,0.61,3,0,vilhelm parfumerie,vilhelm fragrance,172
16388,0,0.39,1,0,rag & bone,rag & bone (belts),123
4561,0,0.76,6,0,frame,shorts,139
18072,0,0.84,1,0,rene ruiz collection,gown,1257
18956,0,0.99,5,0,staub,dropship kitchenware,63
978,0,0.35,3,0,fashion forms,fashn forms/fvr new (intimate),28
1016,0,0.32,1,0,alice + olivia,dresses,245
1253,0,0.5,3,0,helmut lang,blouse,82
1418,0,0.56,2,0,ralph lauren purple label,wovens (rtw),347
1816,0,0.88,1,0,ungaro,dresses,627
1965,0,0.71,3,0,mz wallace,mz wallace hdbgs,207
2342,0,0.8,1,0,kenzo,tops,71
2723,0,0.77,4,0,royce new york,dropship frames,39
3119,0,0.36,1,0,nn07,jackets,455
3469,0,0.58,2,0,veronica beard,dresses,489
4020,0,0.66,2,0,zegna,trousers,364
4717,0,0.58,124,0,milly,dresses,315
4805,0,0.49,4,0,splits59,jumpsuit,111
4969,0,0.6,1,0,jacquemus,jacquemus accessories,151
5391,0,0.91,3,0,alice + olivia,skirt,207
5568,0,0.69,1,0,amur,blouse,174
5938,0,0.89,1,0,simon miller,pants,95
6203,0,0.54,2,0,riedel,stemware,23
6438,0,0.3,7,0,riedel,stemware,23
6609,0,0.32,3,0,riedel,stemware,23
7627,0,0.7,2,0,riedel,stemware,23
7649,0,0.55,2,0,norma kamali,cocktail dress,144
8433,0,0.73,1,0,good american,t-shirt,46
8631,0,0.88,5,0,good american,t-shirt,46
9594,0,0.93,1,0,la doublej,dresses,697
9686,0,0.5,1,0,stuart weitzman,booties,508
10007,0,0.4,1,0,snapper rock,swimwear,32
10011,0,0.98,5,0,roller rabbit,modern sleepwear,77
10188,0,0.47,4,0,flowers by zoe,girl bottoms,46
10197,0,0.79,1,0,stuart weitzman,sneakers,207
10212,0,0.82,3,0,pq,bathing suit top,59
11270,0,0.94,1,0,veja,sneakers,102
11271,0,0.5,1,0,vince,pants,277
11989,0,0.52,4,0,vince,pants,277
12005,0,0.75,3,0,vince,pants,277
12734,0,0.41,1,0,marco bicego,earrings,742
12996,0,0.64,7,0,mac duggal,gown,279
13156,0,0.81,1,0,polo ralph lauren,polo knits,88
13190,0,0.37,1,0,rockets of awesome,skirt,23
13234,0,0.48,9,0,comme des garcons play,comme des garcons (rtw),116
13704,0,0.8,1,0,mac duggal,cocktail dress,349
14060,0,0.84,7,0,isabel marant,pants,553
14463,0,0.42,2,0,l'agence,dresses,347
14829,0,0.81,2,0,freedom moses,flat sandals,32
14908,0,0.86,2,0,freedom moses,flat sandals,32
14938,0,0.91,2,0,hanro,hanro sleepwear,81
15090,0,0.68,2,0,stella mccartney kids,tops,89
16498,0,0.44,1,0,chiara boni la petite robe,cocktail dress,487
16717,0,0.98,2,0,loveshackfancy,cover up bottoms,207
17539,0,0.58,1,0,marion parke,shoes,368
18296,0,0.85,1,0,joe's jeans,shorts,90
18497,0,0.93,8,0,natori,natori,112
18744,0,0.77,2,0,pom pom at home,dropship bed & bath,443
19094,0,0.31,2,0,sam edelman,ballet flats,98
18433,0,0.35,3,0,versace,high heel sandals,893
5784,0,0.31,1,0,derek lam 10 crosby,jacket,417
9118,0,0.34,3,0,veronica beard,jumpsuit,279
444,0,0.71,1,0,fendi,jellies,392
611,0,0.39,1,0,charlotte tilbury,eyes,18
879,0,0.39,11,0,polo ralph lauren,sweaters/cardigans,81
2184,0,0.82,13,0,loeffler randall,booties,277
2592,0,0.42,2,0,loeffler randall,booties,277
4134,0,0.55,1,0,freedom moses,girl shoes,32
4576,0,0.67,1,0,ganni,t-shirt,67
4638,0,0.43,3,0,rotate birger christensen,dresses,340
6951,0,0.83,1,0,stine goya,dresses,273
8538,0,0.91,1,0,solid & striped,bathing suit bottom,59
9038,0,0.91,31,0,nili lotan,casual,207
10219,0,0.61,3,0,re/done,knit,256
12563,0,0.34,2,0,moncler,polo,214
15448,0,0.43,1,0,victoria beckham,pants,326
18025,0,0.6,1,0,victoria beckham,pants,326
19058,0,0.72,7,0,lna,tops,102
4080,0,0.83,3,0,theory,outerwear,417
11395,0,0.61,2,0,ugg,slippers (footwear),77
17145,0,0.43,2,0,atm anthony thomas melillo,t-shirt,63
6136,0,0.93,2,0,trina turk,tops,188
8271,0,0.79,3,0,etro,pants,483
15125,0,0.89,4,0,mac duggal,gown,419
988,0,0.73,3,0,acler,dresses,301
3662,0,0.32,5,0,chantecaille,lip (cosmetics),34
6668,0,0.51,12,0,milly,skirt,245
7498,0,0.87,5,0,milly,skirt,245
12156,0,0.96,2,0,john elliott,denim,300
12532,0,0.49,1,0,erdem,dresses,641
19190,0,0.57,4,0,polo ralph lauren,polo knits,118
839,0,0.38,2,0,altuzarra,pants,557
6063,0,0.45,3,0,bala,bala bangles (weights),42
8495,0,0.42,9,0,bala,bala bangles (weights),42
11876,0,0.99,1,0,re/done,straight,200
11901,0,0.97,1,0,mac duggal,cocktail dress,391
13590,0,0.33,7,0,rag & bone,flare,179
14757,0,0.72,1,0,saks fifth avenue,booties,245
15075,0,0.82,2,0,polo ralph lauren,dress,46
17899,0,0.42,6,0,bella dahl,blouse,153
18304,0,0.3,1,0,et ochs,gown,1397
9751,0,0.76,4,0,cinq a sept,jacket,277
13506,0,0.32,1,0,cinq a sept,jacket,277
17048,0,0.77,2,0,cinq a sept,jacket,277
1870,0,0.75,1,0,cinq a sept,jacket,277
3884,0,0.81,1,0,cinq a sept,jacket,277
4227,0,0.86,1,0,mariposa,dropship serveware,34
4800,0,0.34,2,0,farm rio,dresses,179
10531,0,0.53,3,0,farm rio,dresses,179
11478,0,0.84,1,0,ksubi,knits,69
17806,0,0.74,2,0,sea,knit,277
17807,0,0.92,1,0,sacai,skirt,609
18329,0,0.67,1,0,the great,dresses,245
19503,0,0.86,7,0,comme des garcons play,sweater,231
6179,0,0.85,2,0,marc jacobs,marc by marc jacobs pouchette,235
19247,0,0.78,1,0,aidan by aidan mattox,cocktail dress,137
15559,0,0.36,1,0,ralph lauren collection,dresses,626
2602,0,0.85,5,0,versace,tops,508
8188,0,0.8,9,0,c.o. bigelow,c o bigelow (skincare),11
16413,0,0.46,8,0,veja,sneakers,84
16414,0,0.69,2,0,black halo,cocktail dress,273
17522,0,0.61,2,0,black halo,cocktail dress,273
378,0,0.86,11,0,agolde,straight,153
447,0,0.72,1,0,agolde,straight,153
563,0,0.3,3,0,veronica beard,cover up bottoms,209
600,0,0.35,2,0,veronica beard,cover up bottoms,209
1534,0,0.97,2,0,elie tahari,dresses,347
1540,0,0.45,1,0,petite plume,petite plume loungewear,62
1585,0,0.86,1,0,nili lotan,shorts,228
1586,0,0.55,1,0,merlette,knit,224
1711,0,0.73,2,0,posh peanut,girl swimwear,35
2230,0,0.81,2,0,saint laurent,ysl mp handbags wallets,1715
2313,0,0.86,3,0,kate spade new york,bracelets,118
2590,0,0.99,9,0,jimmy choo,high heel sandals,508
3292,0,0.46,2,0,jimmy choo,high heel sandals,508
3367,0,0.49,1,0,moncler,outerwear,1652
3444,0,0.67,2,0,commando,commando/herlook (intimates),10
3614,0,0.74,2,0,theory,pants,242
4960,0,0.45,1,0,akris,dresses,1743
5098,0,0.69,2,0,paige,straight,167
5492,0,0.41,1,0,kitchenaid,dropship kitchenware,35
5830,0,0.64,1,0,kitchenaid,dropship kitchenware,28
6406,0,0.81,2,0,120% lino,tops,207
6621,0,0.66,1,0,polo ralph lauren,boy bottoms,42
7106,0,0.49,14,0,new balance,sneakers (footwear),70
7115,0,0.5,1,0,le creuset,dropship kitchenware,42
7158,0,0.98,1,0,sorel,girl shoes,77
7588,0,0.3,2,0,vineyard vines,t-shirt,34
7837,0,0.35,2,0,camilla,girl tops,76
7970,0,0.42,6,0,polo ralph lauren,2pc/3pc set (rtw),53
8062,0,0.73,1,0,flowers by zoe,skirt,62
8205,0,0.45,5,0,generation love,knits,139
8229,0,0.69,9,0,sam edelman,girl shoes,42
8442,0,0.52,60,0,jonathan simkhai,dresses,277
8637,0,0.93,3,0,david koma,cocktail,945
9206,0,0.36,2,0,peek,girl 2pc/3pc set (rtw),28
9354,0,0.62,3,0,charlotte tilbury,bronzer,34
9372,0,0.76,3,0,charlotte tilbury,bronzer,34
9439,0,0.61,2,0,charlotte tilbury,bronzer,34
9524,0,0.94,1,0,charlotte tilbury,bronzer,34
9541,0,0.43,4,0,charlotte tilbury,bronzer,34
9604,0,0.51,1,0,kenneth jay lane,necklaces,175
10370,0,0.59,5,0,blanqi,dresses,50
10395,0,0.44,1,0,blanqi,dresses,50
10595,0,0.86,1,0,valentino,knit,2086
10657,0,0.77,1,0,prada,sneakers,770
10944,0,0.98,1,0,teri jon by rickie freeman,cocktail dress,140
10955,0,0.99,7,0,hunter,slip on shoes,53
11307,0,0.94,1,0,fallon,fallon (jewelry),46
11326,0,1,1,0,kartell,decorative home,126
11661,0,0.35,4,0,teri jon by rickie freeman,cocktail dress,357
11890,0,0.69,1,0,generation love,jacket,277
11908,0,0.5,4,0,faithfull the brand,dresses,139
12707,0,0.71,5,0,rotate birger christensen,dresses,252
13030,0,0.45,2,0,munthe,blouse,179
13222,0,0.63,1,0,amur,dresses,384
13238,0,0.81,1,0,longchamp,longchamp handbags,112
14839,0,0.97,1,0,moncler,knit,445
15486,0,0.6,2,0,moschino,moschino underwear,305
15527,0,0.44,2,0,atm anthony thomas melillo,tank,53
15686,0,0.43,2,0,burberry,outerwear,2205
15755,0,0.76,2,0,burberry,outerwear,2205
16177,0,0.42,1,0,hartford,wovens,137
16332,0,0.34,3,0,1017 alyx 9sm,outerwear,1740
16464,0,0.58,8,0,erl,sweatshirt,174
16473,0,0.94,4,0,versace,versace (belts),277
16699,0,0.31,1,0,brunello cucinelli,swim,385
16981,0,0.4,2,0,balenciaga,slides,263
17208,0,0.65,3,0,cinq a sept,t-shirt,116
17312,0,0.61,1,0,le mystere,le mystere (intimate apparel),48
17455,0,0.87,1,0,birkenstock,sandals (footwear),109
17486,0,0.57,85,0,new balance,sneakers (footwear),77
17925,0,0.96,1,0,clinique,clinique treatment,48
17947,0,0.33,2,0,zimmermann,1 pc bathing suit,231
18421,0,0.73,10,0,valentino garavani,valentino small leather goods,924
18422,0,0.55,2,0,gianvito rossi,high heel sandals,543
18526,0,0.34,4,0,christian louboutin,booties,1257
18590,0,0.57,4,0,reformation,blouse,90
19017,0,0.69,9,0,rag & bone,rag & bone (scarves),175
19347,0,0.73,1,0,staud,booties,333
19368,0,0.75,2,0,magna-tiles,games/activity kits/puzzles,21
19413,0,0.52,1,0,magna-tiles,games/activity kits/puzzles,21
19485,0,0.74,2,0,design history,knits,67
19505,0,0.85,47,0,le creuset,dropship kitchenware,32
2999,0,0.44,2,0,gestuz,knits,140
3001,0,0.74,1,0,petit bateau,boy bottoms,39
15397,0,0.45,1,0,significant other,cocktail dress,186
212,0,0.38,1,0,re/done,straight,298
9404,0,0.41,4,0,qms medicosmetics,qms medicosmetics,41
14562,0,0.93,2,0,michael michael kors,dresses,116
15721,0,0.38,1,0,worthy threads,girl bottoms,39
17193,0,0.99,3,0,la doublej,blouse,406
18856,0,0.86,22,0,ippolita,earrings,487
19745,0,0.91,1,0,ippolita,earrings,487
1191,0,0.38,1,0,peixoto,short coverup (swimwear),139
1522,0,0.53,2,0,peixoto,short coverup (swimwear),139
2381,0,0.66,1,0,givenchy,opening ceremony hats,224
2750,0,0.62,1,0,givenchy,opening ceremony hats,224
3213,0,0.89,1,0,givenchy,opening ceremony hats,224
5021,0,0.79,13,0,givenchy,opening ceremony hats,224
6105,0,0.92,2,0,eileen fisher,tank,139
7016,0,0.82,7,0,eileen fisher,tank,139
7130,0,0.57,1,0,cinq a sept,blouse,207
7525,0,0.77,3,0,christian louboutin,booties,767
8175,0,0.96,3,0,dries van noten,short,539
9984,0,0.63,1,0,club monaco,knits (rtw),98
10352,0,0.37,2,0,simkhai,skirt,207
10832,0,0.94,2,0,bally,dress (footwear),385
11313,0,0.96,2,0,nanushka,skirt,403
12342,0,0.76,1,0,nanushka,skirt,403
12995,0,0.33,1,0,converse,sneakers,74
13064,0,0.87,3,0,rebecca taylor,pant,186
13455,0,0.63,3,0,sk-ii,skiifacialessence,158
13616,0,0.73,2,0,sk-ii,skiifacialessence,158
14131,0,0.92,1,0,ganni,ganni cold weather,67
14968,0,0.84,7,0,ganni,ganni cold weather,67
15424,0,0.36,1,0,theory,dresses,347
15896,0,0.89,1,0,ancient greek sandals,flat sandals,161
16485,0,0.59,1,0,simkhai,long coverup (swimwear),277
16709,0,0.68,1,0,hope for flowers,knit,315
16908,0,0.38,5,0,tom ford,tom ford sunglasses,291
17946,0,0.31,2,0,tom ford,tom ford sunglasses,291
18253,0,0.31,29,0,burberry,t-shirt,245
18340,0,0.39,1,0,burberry,tops,161
18505,0,0.82,1,0,susana monaco,dresses,132
18715,0,0.44,8,0,mercedes castillo,high heel sandals,277
19649,0,0.39,1,0,alice + olivia,skirt,186
19709,0,0.91,1,0,rebecca taylor,knit,207
10371,0,0.31,1,0,alice + olivia,blouse,245
4609,0,0.62,5,0,joie,blouse,139
13806,0,0.69,1,0,tory burch,drivers,195
14985,0,0.3,1,0,kay unger,gown,209
16190,0,0.57,5,0,boss,hugo boss tuxedo,452
546,0,0.62,1,0,busayo,dresses,368
547,0,0.4,1,0,mac duggal,gown,209
1261,0,0.61,2,0,comme des garcons play,comme des garcons (rtw),118
2006,0,0.88,3,0,il bisonte,il bisonte handbags,60
3771,0,0.57,3,0,simon miller,dresses,158
4901,0,0.8,1,0,pq,bathing suit bottom,59
5290,0,0.61,4,0,valimare,bathing suit bottom,112
5814,0,0.81,8,0,hugo,clothing,55
6047,0,0.68,1,0,elegant baby,swim accessories,22
6433,0,0.34,2,0,loulou studio,knits,189
6490,0,0.82,1,0,petite plume,sleepwear/pajama sets,62
6907,0,0.65,1,0,mac duggal,gown,251
7054,0,0.52,6,0,the sei,gown,644
7125,0,0.82,1,0,chiara boni la petite robe,gown,697
7244,0,0.96,1,0,chiara boni la petite robe,gown,697
7298,0,1,2,0,chiara boni la petite robe,gown,697
7546,0,0.57,1,0,christian louboutin,high heel sandals,592
8793,0,0.69,9,0,jimmy choo,wedges,417
8959,0,0.73,1,0,casta?er,espadrilles,105
9000,0,0.54,2,0,off-white,off white (hats),259
9003,0,0.38,2,0,barefoot dreams,modern sleepwear,41
9913,0,0.79,6,0,barefoot dreams,modern sleepwear,41
11236,0,0.88,1,0,barefoot dreams,modern sleepwear,41
12281,0,0.75,4,0,barefoot dreams,modern sleepwear,41
12282,0,0.42,4,0,rag & bone,rag and bone handbags,385
13659,0,0.34,1,0,sophia webster,flat sandals,245
14841,0,0.97,1,0,michael michael kors,dresses,98
14865,0,0.54,1,0,burberry,dresses,672
14987,0,0.56,4,0,stuart weitzman,booties,347
15496,0,0.5,2,0,michael kors collection,knits,623
15934,0,0.82,4,0,gucci,drivers,595
16140,0,0.73,69,0,rails,knits,97
16275,0,0.64,3,0,spinmaster,toys / books,53
18193,0,0.73,2,0,undra celeste,tops,179
19036,0,0.37,5,0,tod's,flat sandals,557
19824,0,0.65,2,0,supersmile,supre smile (oral hygiene),18
1593,0,0.68,7,0,amiri,denim,763
17987,0,0.49,2,0,loewe,loewe belts,413
3412,0,0.45,2,0,tom ford,tom ford underwear,46
4142,0,0.4,8,0,michael michael kors,michael by michael kors handbg,209
4143,0,0.82,1,0,barker wellness,bath and body,25
293,0,0.6,1,0,borgo de nor,dresses,347
2660,0,0.72,2,0,faliero sarti,falerio sarti scarves,347
3441,0,0.81,2,0,c.o. bigelow,c o bigelow (skincare),21
3537,0,0.62,11,0,agua by agua bendita,short coverup (swimwear),287
3943,0,0.51,16,0,dr. barbara sturm,skincare,102
4712,0,0.57,1,0,zwilling j.a. henckels,dropship kitchenware,31
5565,0,0.47,1,0,zwilling j.a. henckels,dropship kitchenware,30
5623,0,0.63,1,0,zwilling j.a. henckels,dropship kitchenware,29
5777,0,0.78,1,0,teri jon by rickie freeman,gown,539
6078,0,0.56,3,0,mac duggal,cocktail dress,419
7013,0,0.67,1,0,prada,booties,1113
7653,0,0.78,2,0,mother,crop,153
8413,0,1,1,0,versace,designer foundations,67
9812,0,0.73,6,0,amiri,woven,525
10850,0,0.51,1,0,prada,sneakers,487
10929,0,0.77,3,0,mother,straight,167
11064,0,0.34,1,0,moschino,gown,2097
11261,0,0.5,1,0,chanel,chanel treatment,168
11496,0,0.67,1,0,flowers by zoe,girl bottoms,31
12255,0,0.65,2,0,gucci,drivers,553
12791,0,0.62,6,0,helmut lang,dresses,333
12943,0,0.8,2,0,camilla,tops,419
13749,0,0.89,2,0,camilla,tank,174
14632,0,0.91,1,0,rag & bone,denim,179
14635,0,0.69,1,0,rag & bone,knits,207
14920,0,0.78,1,0,spanx,haute coutour shapewear,27
15266,0,0.94,2,0,johnny was,dresses,193
15562,0,0.8,1,0,helmut lang,knits,123
15666,0,0.53,2,0,burberry,sneakers (footwear),483
16133,0,0.69,1,0,etro,jumpsuit,420
16688,0,0.5,1,0,kappa,neutral rtw,46
17196,0,0.66,2,0,farm rio,dresses,172
17900,0,0.36,3,0,michael michael kors,dresses,123
17901,0,0.39,3,0,hermes,rouge hermes,32
18260,0,0.42,12,0,hermes,rouge hermes,30
18276,0,0.53,1,0,mach & mach,evening skirt,479
18549,0,0.72,1,0,mac duggal,cocktail dress,419
18560,0,0.86,1,0,zimmermann,dresses,455
19730,0,0.42,2,0,vince,wedges,207
19892,0,0.94,2,0,allsaints,booties,265
19893,0,0.54,3,0,cinq a sept,knit,228
19973,0,0.61,8,0,heron preston,t-shirt,238
13293,0,0.37,1,0,heron preston,t-shirt,238
3341,0,0.85,1,0,david yurman,rings,2065
9343,0,0.92,1,0,creed,candles,242
4993,0,0.72,4,0,interior,tops,392
9016,0,0.69,1,0,atm anthony thomas melillo,knits,46
11146,0,0.86,3,0,eileen fisher,blouse,174
529,0,0.47,4,0,29007,jacket,487
2004,0,0.36,4,0,simkhai,knit,277
8398,0,0.69,63,0,new balance,sneakers (footwear),84
10874,0,0.95,6,0,aidan mattox,gown,347
14410,0,0.67,2,0,bari lynn,keychains,25
15624,0,0.32,1,0,byredo,mojave ghost fragrance,55
16890,0,0.73,1,0,byredo,mojave ghost fragrance,55
17165,0,0.81,1,0,good american,jumpsuit,137
19650,0,0.57,4,0,badgley mischka,gown,616
9551,0,0.86,1,0,bvlgari,petite maman fragrances,53
10413,0,0.51,1,0,bvlgari,petite maman fragrances,53
13516,0,0.75,1,0,lilly pulitzer,dresses,188
16131,0,0.77,2,0,lilly pulitzer,dresses,188
16844,0,0.81,1,0,yamazaki,home organization,15
566,0,0.5,10,0,staud,blouse,130
6242,0,0.42,1,0,eileen fisher,skirt,111
7556,0,0.79,1,0,givenchy,knit,539
9440,0,0.34,2,0,snapper rock,swimwear,35
9481,0,0.38,1,0,voile blanche,booties,242
9656,0,0.77,4,0,joie,blouse,244
10496,0,0.78,2,0,akris,t-shirt,487
12776,0,0.89,5,0,vera wang bride,gown,417
13803,0,0.99,1,0,vera wang bride,gown,417
15584,0,0.33,3,0,vera wang bride,gown,417
15811,0,0.41,3,0,misha,cocktail dress,243
16527,0,0.79,1,0,alice + olivia,jacket,417
16528,0,0.94,7,0,johnny was,accessories,25
16862,0,0.98,1,0,mac duggal,gown,489
18559,0,0.84,1,0,mc2 saint barth,mc2 st barth swim,48
18923,0,0.95,1,0,zone denmark,decorative home,24
3291,0,0.76,1,0,sandro,sandro rtw,259
9509,0,1,1,0,mepra,dropship serveware,70
9607,0,0.93,3,0,ganni,knits,263
14561,0,0.62,2,0,casablanca,casablanca hats,263
99,0,0.95,1,0,theory,outerwear,417
2521,0,0.45,6,0,b-low the belt,b-low the belt,109
1461,0,0.74,1,0,tory burch,necklaces,139
2104,0,0.91,2,0,tory burch,necklaces,139
3714,0,1,2,0,polo ralph lauren,girl dress,42
7384,0,0.47,1,0,veronica beard,straight,188
9920,0,0.65,1,0,camilla,long coverup (swimwear),174
10946,0,0.73,1,0,ml monique lhuillier,cocktail dress,312
13003,0,0.72,1,0,burberry,dress,259
13005,0,0.74,4,0,cinq a sept,jacket,347
13105,0,0.52,1,0,emporio armani,armani knits (rtw),137
14891,0,0.47,5,0,balmain,booties,1015
16971,0,0.3,1,0,anita ko,earrings,1925
19836,0,0.49,1,0,comme des garcons play,sneakers (footwear),105
15117,0,0.41,1,0,milly,skirt,228
5741,0,0.38,1,0,amanda uprichard,dresses,182
123,0,0.67,1,0,rag & bone,rag & bone (hats),123
177,0,0.66,1,0,alice + olivia,knits,308
393,0,0.38,1,0,sea,knit,200
1251,0,0.31,1,0,sea,knit,200
1848,0,0.71,1,0,brunello cucinelli,wovens,525
2207,0,0.92,3,0,kate spade new york,flat sandals,104
2441,0,0.82,6,0,tory burch,earrings,90
2669,0,0.97,5,0,clinique,clinique eyes (color),14
2908,0,0.57,87,0,sau lee,cocktail dress,207
3260,0,0.36,2,0,sau lee,cocktail dress,207
3927,0,0.45,5,0,marchesa notte mini,girl bottoms,56
3987,0,0.91,1,0,ramy brook,dresses,263
4047,0,0.96,8,0,theory,knits,277
4476,0,0.95,1,0,the upside,legging,84
4489,0,0.61,3,0,balmain,slides,277
5442,0,0.99,2,0,7 for all mankind,boot,125
5538,0,0.79,3,0,ag jeans,skinny,151
6805,0,0.79,1,0,splits59,knits,139
6841,0,0.76,1,0,sorel,weather boots,112
7028,0,0.73,3,0,theory,pants,193
7356,0,0.76,1,0,peixoto,cover up bottoms,49
7419,0,0.86,1,0,jura,dropship kitchenware,699
7422,0,0.77,9,0,elie tahari,dresses,382
7623,0,0.67,1,0,polo ralph lauren,swimwear,39
7684,0,0.75,3,0,polo ralph lauren,swimwear,39
7780,0,0.9,2,0,zimmermann,knit,263
8532,0,0.54,1,0,burberry,sneakers (footwear),539
9043,0,0.68,1,0,sara happ,sara happ beauty,21
10046,0,0.48,4,0,moncler,knit,588
10136,0,0.34,1,0,alice + olivia,dresses,487
11249,0,0.84,1,0,citizens of humanity,shorts,118
11537,0,0.53,1,0,tory burch,tory burch (sunglasses),132
11664,0,0.78,5,0,teri jon by rickie freeman,gown,532
11768,0,0.62,11,0,teri jon by rickie freeman,gown,532
12082,0,0.49,40,0,schutz,tall shaft boots,167
12488,0,0.99,1,0,loeffler randall,flat sandals,347
12489,0,0.56,2,0,loeffler randall,flat sandals,347
12686,0,0.8,4,0,stuart weitzman,booties,347
13094,0,0.56,5,0,stuart weitzman,booties,347
13097,0,0.95,20,0,off-white,short,203
13103,0,0.65,1,0,dior,christian dior sunglasses,133
13254,0,0.76,84,0,schutz,high heel sandals,83
13368,0,0.69,2,0,florence eiseman,swim coverups,34
13792,0,0.47,1,0,alice + olivia,knits,186
13926,0,0.51,5,0,calypso st. barth,dresses,557
13988,0,0.77,1,0,gucci,drivers,595
14022,0,0.33,1,0,kobi halperin,dresses,349
14207,0,0.87,9,0,eleven by venus williams,knits,88
14367,0,0.81,3,0,florence eiseman,boy 2pc/3pc set (rtw),99
14474,0,0.4,1,0,isaia,dress shirts,396
14484,0,0.57,2,0,stone island,stone island (hats),123
14551,0,0.81,1,0,moncler,moncler (sunglasses),287
14569,0,0.35,2,0,givenchy,booties,837
15157,0,0.33,2,0,sportmax,dresses,676
15181,0,0.58,1,0,rag & bone,knit,109
15220,0,0.54,1,0,farm rio,bathing suit bottom,46
15321,0,0.64,22,0,vera wang bride,gown,417
15663,0,0.33,3,0,off-white,sneakers (footwear),224
16104,0,0.84,1,0,mac duggal,evening jumpsuit,251
16144,0,0.6,10,0,amur,dresses,489
16525,0,0.5,1,0,comme des garcons play,comme des garcons (rtw),109
16831,0,0.76,1,0,hanro,hanro (loungewear),160
16841,0,0.4,2,0,versace jeans couture,shorts,123
17489,0,0.61,1,0,tory burch,small leather goods,209
17649,0,0.54,1,0,boy smells,boy smells home fragrance,27
18621,0,0.92,1,0,alice + olivia,blouse,158
18883,0,0.48,1,0,btb los angeles,handbags and wallets,55
18971,0,0.54,2,0,johnny was,1 pc bathing suit,175
19010,0,0.7,1,0,ferragamo,sneakers (footwear),417
19317,0,0.98,5,0,prada,boots (footwear),980
19607,0,0.89,1,0,thomas by rosenthal,dropship tabletop,13
7702,0,0.5,1,0,thomas by rosenthal,dropship tabletop,13
1434,0,0.65,1,0,derek lam 10 crosby,dresses,277
3364,0,0.44,1,0,dagmara,lgb of america (trim a home),11
3527,0,0.35,1,0,shoshanna,cocktail dress,293
5295,0,0.37,2,0,shiseido,shiseido makeup,17
7579,0,0.42,6,0,shiseido,shiseido makeup,17
9436,0,0.43,2,0,shiseido,shiseido makeup,17
9713,0,0.72,2,0,joy to the world,dropship trim a home,32
13061,0,0.6,1,0,aviator nation,t-shirt,58
13225,0,0.5,1,0,donna karan new york,knit,137
13439,0,0.34,2,0,nic+zoe,dresses,132
14992,0,0.72,6,0,off-white,tops,189
